"qwen_b_pre","qwen_b_gamma","gemma_b_pre","gemma_b_gamma"
0.66292975,-0.25608627,0.61363695,-0.47514339
0.62015345,0.26373704,0.61538303,0.86151719
0.61097594,-0.09273316,0.7300413,-0.40122138
0.70204361,-0.11943229,0.64040793,1.3952671
0.72836081,0.39817919,0.62885477,1.6439043
0.68993848,-0.46370327,0.67290495,0.24987503
0.63069054,-0.72310924,0.54355669,0.50204887
0.80091535,-0.15467153,0.63677327,-0.67138443
0.74494686,0.1772847,0.60644203,-0.22646271
0.71626814,0.69814084,0.62706839,0.53253929
0.67577067,-0.07250211,0.6877753,0.77108021
0.75168606,1.320245,0.5466422,-1.3259056
0.6746022,-0.83115267,0.53325927,-1.0720876
0.65827256,-0.61600912,0.62350257,1.5050231
0.55532869,-0.069312942,0.82795859,0.16030472
0.58708619,-0.32538305,0.73627807,-0.066489137
0.67054534,-0.86921161,0.36882926,0.28442394
0.66621582,-0.17227637,0.3114468,0.75552353
0.65028919,0.89638741,0.31407978,0.83674161
0.57405118,0.43519047,0.43210512,-0.42631763
0.58209689,-0.4180816,0.45734077,-1.1952732
0.62942619,1.0838418,0.7227829,1.047654
0.66109909,1.3304843,0.82445569,1.1840295
0.58661581,-1.2190799,0.489064,0.041938521
0.70543936,-1.4006542,0.48708503,-0.27232509
0.69879946,-1.2875912,0.54294754,2.5719278
0.79801576,-1.3906553,0.56396511,0.56707736
0.80613268,-1.4134815,0.32860483,-0.58936338
0.76293409,1.1494527,0.41250605,-1.4475058
0.78102712,-0.19819151,0.52599222,-1.3449877
0.54690958,-0.090688351,0.58460474,1.494708
0.71953762,-0.044496798,0.58135039,1.2322381
0.75971398,-0.010803241,0.61386133,2.1335566
0.75532508,0.18150676,0.66428722,-0.58371313
0.74065654,1.1610392,0.67729177,-0.81493105
0.8933829,1.2484029,0.56374124,2.24947
0.85751308,1.5132722,0.56109036,-1.1744974
0.73672912,0.23227464,0.62811907,-0.2451174
0.65554224,-0.7001918,0.49062669,-0.65111048
0.5222412,-0.014413058,0.64320766,2.339301
0.69255691,0.015205042,0.78031673,2.7399954
0.78236122,0.46517441,0.63984087,1.5914465
0.70184931,1.2078848,0.55914594,0.97803532
0.65717883,0.48817916,0.51544408,0.32883227
0.60742924,-0.16789754,0.52711909,-0.4768458
0.60103715,-0.078447465,0.55927253,-0.27325188
0.66297407,1.3457147,0.58560559,0.44442032
0.67558682,1.4516484,0.53452457,0.56735586
0.63024259,1.0914648,0.57203742,1.7349864
0.70122596,-0.30422985,0.7084139,-0.85906814
0.7203566,1.3630201,0.55526576,-1.0768568
0.69228343,1.4922473,0.6663165,-0.19933372
0.74632024,0.29482891,0.63786099,-0.18968492
0.74810298,0.49067888,0.73724524,0.73809783
0.93671756,0.43272554,0.85008061,1.1251154
0.72875167,0.72907562,0.75067873,-0.84918055
0.55714237,0.25142422,0.49036021,1.1569069
0.68409693,-0.052573511,0.48310938,0.88069194
0.66745387,-1.7522542,0.47385058,0.59253731
0.60819631,-0.46220729,0.57619582,-0.98502815
0.65158598,0.45854511,0.57375409,-0.05012409
0.63462984,0.59037166,0.47561366,-0.56701828
0.57802655,1.7863914,0.61173915,1.079512
0.53688403,0.35116332,0.58516883,0.10225353
0.70722471,-0.53772221,0.49195854,1.024438
0.7905513,1.7111857,0.53350817,-0.19436683
0.77074891,-1.4505998,0.48137157,0.82050336
0.72392609,-1.3323988,0.50771018,-0.42349032
0.60284646,1.2057421,0.798309,1.4880334
0.65488933,0.10954282,0.72886748,1.1360486
0.59584996,0.065926723,0.43606623,0.69927326
0.67941116,-0.13589485,0.509505,0.10972231
0.63450753,0.95946347,0.58707566,-0.099692325
0.6371759,0.94719281,0.52069968,0.2414953
0.57902391,0.71162076,0.46662583,-0.85814456
0.75347333,-0.72476862,0.61123247,0.77086545
0.78869495,0.5974404,0.46697498,-0.81089466
0.55671686,-1.5137106,0.62946585,-0.46490687
0.54288149,-1.0168197,0.64555963,0.32058331
0.56865683,0.43606014,0.29375029,-1.0938976
0.52918301,-0.016025791,0.66291239,-0.3876386
0.53153672,-0.57892388,0.65667328,-0.69295601
0.54836336,-0.502197,0.62706002,-1.5135829
0.6403152,-0.39301454,0.61676716,-1.5605829
0.46799925,0.83797643,0.63432265,-1.0299035
0.5316192,0.017787287,0.68399613,-1.3058764
0.5332244,-0.81515118,0.6736223,-1.1030512
0.54078068,-1.7524634,0.5967149,1.9432027
0.42020789,-0.84099942,0.54406499,1.2249477
0.44564239,-0.87121522,0.4729638,0.30290248
0.44027895,-1.2412492,0.56658607,-0.29749928
0.46848268,0.079913911,0.58293925,-0.20900383
0.55096411,-1.5597042,0.59954101,0.69544158
0.88234496,1.9275614,0.61636057,1.0647064
0.68422605,-0.38745021,0.66524837,0.62146809
0.56516917,-0.051134333,0.64341232,0.62443563
0.4889428,0.58054013,0.61978318,-0.38587412
0.54761939,0.3701469,0.71820842,-0.1986534
0.57301213,0.49829221,0.82280836,0.085439273
0.76976738,2.0089112,0.4305322,0.77050727
0.66718899,1.3390043,0.64843567,-1.5895428
0.71299102,-1.0622403,0.64037149,-1.869727
0.69187438,-1.1595697,0.24347626,1.0697605
0.63842723,1.0571406,0.16786795,0.14571158
0.66086377,1.0208409,0.30098158,0.5732951
0.66909506,0.88589742,0.58489167,-0.14593293
0.6389745,0.30482632,0.51343831,-0.72792627
0.74252357,0.97836022,0.69401603,-0.13514028
0.65746014,-1.7250468,0.63115489,-0.25195154
0.7353999,-0.032038566,0.62415269,-0.15612436
0.73148132,-0.4692467,0.58670841,-0.17852156
0.75306612,-0.45155193,0.55974153,-0.0098006029
0.69810215,-1.0081954,0.51454068,-1.0400267
0.60038266,-1.7303769,0.4834294,-1.0838044
0.78437828,1.00267,0.54464328,1.4933431
0.75223598,1.1048394,0.38622679,-1.7296789
0.87193501,1.5606104,0.39286524,-1.3777093
0.57637886,-0.32748613,0.72277935,1.1454916
0.76715298,0.37615967,0.59054048,-1.150539
0.68871803,0.60027206,0.61242095,-0.95970315
0.67613376,1.629313,0.5723114,0.0090885799
0.61331751,-0.42745461,0.50497622,0.64090144
0.66511478,-1.3608998,0.65313313,0.018877915
0.65304411,0.20117271,0.61461541,-0.33658966
0.52666562,-0.7707152,0.58821301,-1.5184391
0.62340301,0.13626267,0.47059191,-0.27715508
0.60987355,0.97566417,0.39852246,0.14777158
0.71319228,0.76050692,0.41858261,-0.56762206
0.53885633,0.37782452,0.63162336,0.15298927
0.56352896,0.30257546,0.49618372,0.13927495
0.67326334,-0.43821117,0.4933563,0.91722183
0.65993498,-0.021555914,0.44946936,-2.2599202
0.64310433,-0.038271793,0.51051684,-1.5538191
0.66477605,0.69414251,0.48716917,-1.2286362
0.5610413,-0.860932,0.49544666,-0.92081876
0.47522738,0.60904695,0.44857481,-1.5957571
0.45378806,0.82365713,0.581068,0.34668076
0.50400548,0.70398672,0.59462644,0.32405289
0.52578005,0.61134053,0.57616316,0.8750551
0.64654796,-0.56645163,0.60193283,1.2937073
0.61457255,-0.640964,0.69844934,1.7463445
0.62310632,-0.33589453,0.55581863,0.46664064
0.63365065,-1.309468,0.64175809,-0.88481907
0.65559657,-0.50510089,0.68785139,-0.50546422
0.59290303,-0.76697014,0.67386049,-0.95324903
0.61316428,-0.0045451814,0.64095808,-0.87717787
0.59756814,2.1992947,0.65456986,0.85615494
0.65472598,-0.22576166,0.48831429,-0.24403642
0.75440348,-0.012464303,0.36745956,-0.22237519
0.73174766,-0.1419885,0.40736035,-0.34634366
0.75139236,0.9812768,0.47545139,-0.5613915
0.58685364,0.0033568911,0.60900615,-0.099250064
0.65854706,-0.61491467,0.52492328,1.6134979
0.72364508,-0.47078073,0.50784702,0.53848099
0.8389726,0.66523161,0.59831234,-0.11008151
0.66085471,0.33348373,0.53487425,-0.035613451
0.60774593,1.5624051,0.60757369,1.8819937
0.72331395,2.4562454,0.51838479,-0.7813049
0.55455008,-2.1320846,0.48281309,-0.88333736
0.58597154,-2.4261196,0.30735841,-1.3722955
0.60508654,2.3742291,0.38480287,-0.018142265
0.62425305,1.5066271,0.30768034,-0.10451157
0.72666482,1.1225671,0.36412769,0.92468085
0.76044313,0.71869226,0.65691447,-0.5327529
0.64732668,-0.55663811,0.65714247,-0.10194072
0.51788468,0.37798764,0.6744085,-0.097091256
0.67743811,-0.81209169,0.65620367,-0.89664552
0.69197017,0.32533268,0.70102878,-1.0335643
0.70900589,-1.3661505,0.46458357,1.1795953
0.77524128,1.4998011,0.53906641,0.12546015
0.86458368,0.1926104,0.54694562,-0.59364704
0.67382762,1.1179958,0.6414284,0.78158522
0.67592918,0.40359523,0.64024658,0.6260508
0.68895218,-0.22043175,0.61656376,1.1729601
0.6542799,0.059805342,0.61019301,1.1795505
0.59249447,-0.04279273,0.62551109,1.9532004
0.59118172,-0.022258362,0.75281269,-0.6051477
0.61169561,0.19454793,0.45993748,0.64085453
0.60704165,0.57261671,0.45246429,-0.48705314
0.55714236,-1.0444428,0.34332543,0.61985055
0.62610108,-0.87545712,0.38859175,1.2448031
0.6569015,-0.9774908,0.35323631,1.2796846
0.71810055,-1.0565527,0.36109865,0.82194253
0.69324882,-0.18514163,0.37384157,0.92591654
0.73765811,-0.10776959,0.32084303,0.87746356
0.69512044,-0.018949713,0.38737987,1.3084029
0.58397153,-1.1169009,0.49122298,-2.0121673
0.74077616,1.1882896,0.6826604,0.26648975
0.69364884,0.93752249,0.62304287,0.56106931
0.56874091,-0.82741359,0.59445116,0.74858271
0.79842328,1.2067716,0.66827453,-0.52223047
0.81724526,1.1772164,0.62546341,0.093597542
0.69549135,-0.42125419,0.58171858,0.48916826
0.56688706,0.54627005,0.74022209,1.0858071
0.65545197,1.1511616,0.72219848,1.9404943
0.66835993,0.78266218,0.65268626,1.4110455
0.70713399,0.97855914,0.70958664,0.42173437
0.75077465,0.4889463,0.37866056,-0.54528682
0.69173376,0.023908794,0.56469148,0.53207439
0.79676846,-0.35195291,0.59181073,1.2339863
0.71829823,0.49525363,0.52725332,1.1335209
0.70715595,-0.99065342,0.70081465,-0.57075402
0.5316842,0.44095942,0.61130067,-0.76247153
0.63778372,-1.1748441,0.55579999,-0.45066052
0.58579871,0.40321001,0.68773107,1.1259839
0.51646696,0.35172127,0.6625882,0.38250084
0.53689338,-0.059710796,0.54787245,-0.084378377
0.56318585,0.98346996,0.59759598,0.51861854
0.56798156,-0.94189421,0.63601433,2.5340972
0.58820895,0.69743939,0.51612678,-1.7922978
0.50956428,-1.1873077,0.4965379,0.65560257
0.46140728,0.19524024,0.60627703,-0.0060238352
0.52765671,-0.28906966,0.61501409,-0.17314482
0.63644567,0.97913682,0.58666901,-0.53010096
0.6655413,-0.21867301,0.46716562,-1.8669369
0.64330137,-0.45736047,0.48645955,-1.8638133
0.59212288,0.060028753,0.61332119,1.9439469
0.73331377,1.051579,0.62882295,1.9638998
0.68434972,0.44239517,0.61268483,1.5383737
0.638783,-0.056130859,0.62325843,-0.15564107
0.59367838,0.14932455,0.62477263,-0.92107553
0.54780804,2.3659098,0.62061742,-0.54178307
0.57653607,0.87943875,0.55961529,-0.69500523
0.59015467,0.97291027,0.4473697,0.66418009
0.51601179,0.97016707,0.47171876,1.4511681
0.85959755,-0.60029446,0.75542326,-0.060206443
0.72705765,-0.14229033,0.58071005,-0.58039122
0.71580707,0.58754732,0.67494118,-1.4185945
0.62507246,1.0758467,0.66477983,-1.2434218
0.7629052,-0.94622659,0.47038932,0.28930195
0.7717844,-1.1273864,0.68146402,-1.4238572
0.72729843,-0.47594995,0.70224997,-1.2243625
0.71777255,-0.67822064,0.70164501,-0.90424571
0.66360255,1.5200593,0.38035882,0.86761399
0.68824158,1.1311852,0.37888407,-0.18631819
0.59707451,-0.36462866,0.52320463,0.26849022
0.71620123,-0.78608563,0.64089975,0.16340148
0.71268489,-0.42450637,0.50810662,-0.65350149
0.71221153,0.9977997,0.48665672,-0.72880954
0.74108843,-0.17175624,0.58846676,-0.98686316
0.7448658,0.39614138,0.6034638,1.297478
0.74158215,0.59185289,0.4828791,1.4729385
0.72552043,0.01546951,0.56920009,-0.99282257
0.69567061,0.81031326,0.4461579,0.91090866
0.730201,-0.032908415,0.45561492,-0.088725478
0.73924147,0.27254188,0.48899667,-0.086802083
0.59309064,0.023669,0.67736391,-0.48834144
0.66485412,-1.0316981,0.63209141,-0.1749327
0.59518921,-0.60681349,0.62010897,-0.16046709
0.62507694,-0.91984124,0.55415668,0.47628041
0.55650211,1.3017418,0.49739111,0.026869486
0.61584168,0.74006375,0.57357002,0.1014362
0.60884837,0.18399673,0.60952098,0.28705108
0.5953463,0.23171558,0.61216672,0.39628691
0.60044379,0.19307161,0.4430549,-0.054966219
0.70201284,1.5195238,0.45307152,-0.14773889
0.53600945,-2.1455662,0.47817007,-0.040567301
0.65282237,1.9409334,0.54203471,-1.6191618
0.65101588,2.2469993,0.75727444,-0.52142667
0.80188972,-1.1469944,0.3700073,0.66725906
0.79032592,1.2834938,0.63629128,-1.2624692
0.73464576,0.86387295,0.63438839,-1.353763
0.69310022,0.50117653,0.72031813,1.7185311
0.67140911,1.1286032,0.70532023,-1.344059
0.62214808,1.1795553,0.5337188,2.080756
0.70550439,-1.0919449,0.61924004,1.4004929
0.71226314,-1.5219959,0.43086435,0.12311637
0.5942816,1.0547635,0.85776647,0.2989519
0.66096233,-1.3032714,0.83839513,0.48142111
0.56350675,-0.32604297,0.61269813,0.65303092
0.55107459,-1.2437524,0.63829152,0.21113358
0.58703636,-0.77952066,0.46005908,0.45827619
0.79128243,0.68585444,0.65709552,0.99018054
0.69028022,0.84247481,0.69905472,1.3946443
0.71855369,-0.18015986,0.5936651,1.2092442
0.67658512,0.56169084,0.70134031,2.2412701
0.53411473,0.38314611,0.72022484,1.2027545
0.63965334,-0.5666796,0.62618819,0.97841573
0.7481329,0.29511313,0.58721464,0.23200509
0.6556414,1.2580647,0.55047119,0.83915072
0.6707632,-0.66052618,0.45934556,0.24272087
0.59326481,-0.29618488,0.61737283,1.5950844
0.59206813,-0.12706442,0.57692281,2.0798454
0.65988987,0.69477488,0.54026005,1.4297966
0.60986673,1.6067764,0.54472208,1.0044549
0.76543039,0.723858,0.64614294,0.24915926
0.66972194,1.8487406,0.6066596,-0.74903214
0.69644479,1.1537168,0.57112515,-0.23213062
0.70984282,-0.88542502,0.54600015,-0.080218193
0.60076745,1.0696727,0.59232043,0.075981112
0.56752171,0.0031060155,0.65027135,1.3137086
0.49057957,-0.5224286,0.59494151,0.65647324
0.4552244,-0.63598096,0.59636402,0.67530019
0.63333631,1.2408275,0.59688241,-0.71136841
0.69363448,0.60151076,0.69626508,0.30133522
0.63318119,-1.2941436,0.75688676,0.11221748
0.52409248,0.078529439,0.69039071,1.5364968
0.53044657,-1.6487465,0.66802264,1.4606695
0.53877309,-1.3720555,0.57779435,0.29209437
0.53852529,-1.0061045,0.6544782,0.28308658
0.55378005,-0.1948987,0.5479146,0.64142898
0.56586503,-0.49422291,0.52247783,1.1200111
0.54369952,-0.076181438,0.54348375,-0.64977159
0.60316069,-0.83070831,0.57584132,-0.55269871
0.57823794,-0.67332608,0.66619339,0.062099234
0.58541088,-0.75587026,0.57810692,-0.45054577
0.60841899,-0.018981628,0.5784263,-1.6788373
0.57525966,-0.74157167,0.61309865,-1.8575671
0.70781782,1.0544978,0.51000009,-1.2134952
0.7499406,0.8637535,0.62781314,0.35496571
0.52239927,0.61257327,0.61273894,0.24415016
0.6616922,-0.98067451,0.55638367,0.13050769
0.61537547,-1.4630453,0.6091441,0.27740445
0.69056045,-0.02153611,0.57951741,0.22359735
0.46910469,-0.06793225,0.62326828,0.20997244
0.72835439,0.86531643,0.59123151,-0.32317108
0.80155697,1.5136692,0.71255599,0.67160634
0.80836532,1.1812135,0.48156642,-1.0389268
0.70969606,0.4655986,0.45386481,0.83607939
0.67164758,-0.46607437,0.57661463,1.9215289
0.66475453,-0.22994926,0.65061064,-0.086526347
0.71188509,-0.31063482,0.65609987,-0.61571247
0.70116173,0.27025021,0.54852035,0.20627245
0.52864551,-0.30767203,0.67434939,0.99660747
0.59812942,-1.1952638,0.69544002,-0.91174572
0.72332295,0.32022823,0.37318585,-1.5622405
0.7365718,-0.44115708,0.65141627,0.7394858
0.77922934,1.0593428,0.62349826,0.25671779
0.7345215,0.95918466,0.62174795,0.22713694
0.55841819,0.62367819,0.52828157,1.6951118
0.54471251,-0.21276619,0.56522257,1.5848308
0.57134596,0.34181154,0.60732886,1.5916661
0.77348941,0.0013652078,0.6286775,1.295304
0.48007663,0.12704576,0.73084905,0.88281898
0.64608957,0.29495199,0.62765812,1.5301047
0.65319512,-1.7077438,0.62124935,0.90967363
0.76779308,0.65881766,0.64026836,1.0076654
0.76157417,0.49380753,0.6372929,-0.92212381
0.79400368,1.0057864,0.63746901,-1.2424121
0.77858401,0.7555391,0.72463293,0.087590933
0.64815855,0.17321012,0.52967249,-0.11141066
0.6156001,0.2786328,0.66776051,0.72615123
0.66300236,-0.10928073,0.57409906,0.68101541
0.52245104,-0.44417702,0.54208982,-0.064529548
0.60860166,-0.79223961,0.51015113,-0.21543125
0.60239868,-0.6621934,0.7698902,0.49634771
0.63257877,0.98848175,0.42861669,-0.08638326
0.63549498,1.7982946,0.60578958,-0.029610807
0.65283633,2.0412613,0.60508494,-0.23041768
0.68745252,-0.34666038,0.48987431,0.57505106
0.69188584,-0.53655686,0.62867724,0.79031881
0.56859706,1.4278849,0.70735178,-0.32126394
0.55765688,0.52201214,0.63094364,-0.75742817
0.61973856,-0.38800701,0.58041019,-0.32351543
0.54522697,-0.55982395,0.60799659,-0.71675746
0.48997296,0.15699373,0.55919385,0.19586321
0.81407774,-0.030585144,0.53506641,-0.066437199
0.49689082,0.71057237,0.54305547,-0.50608117
0.8096063,-0.13322478,0.56389437,0.94235333
0.56809478,0.080662104,0.54480908,1.0142109
0.67014177,-1.1019631,0.64388317,0.22178458
0.69232529,0.18388063,0.59546244,-0.23218413
0.53354074,0.62890127,0.56926917,0.00027327387
0.67979554,-0.23212532,0.660699,0.99080377
0.64222701,-0.083723745,0.41226307,-1.3637424
0.58911634,0.40059983,0.47640011,1.656406
0.50305478,-0.49567656,0.62403243,-0.30741153
0.56079969,-0.34838089,0.58116517,0.50233244
0.50095591,-0.98747489,0.49642856,0.71099509
0.57330568,-0.6044976,0.67089171,-0.48999805
0.58965764,-1.5916061,0.69392158,-0.7001346
0.74931865,2.0495306,0.67945543,2.2032883
0.70787835,-0.19702018,0.61983627,-1.3488349
0.38628023,-0.37559434,0.57922246,-1.4833368
0.39768971,-0.43020668,0.65581803,1.9616558
0.43812807,-0.17589552,0.41558904,-0.063277116
0.46243757,0.17395883,0.40676299,-0.59825317
0.65585121,-1.1663547,0.46437655,-0.14684172
0.72215383,-0.74159161,0.62100376,0.64145068
0.71732683,-0.341097,0.62292878,0.53976602
0.72375407,-0.069842916,0.69717526,0.7043698
0.63540416,0.024291909,0.65202775,0.73907644
0.64930791,0.2663173,0.67759484,0.82863228
0.75488658,0.084818434,0.67274059,0.996107
0.73450803,0.7173618,0.5571595,0.15506799
0.70112815,0.90478276,0.59978914,-0.0088506907
0.73376047,-1.1382716,0.61627417,-0.17807621
0.62668852,-1.8245943,0.66540552,-0.74289372
0.72935202,-0.31677035,0.58862662,-0.25505507
0.77128458,-0.45350891,0.59872553,2.1433914
0.72941768,-0.15947317,0.48436002,-1.559662
0.6583252,2.4204376,0.48060507,-0.58068425
0.73503101,-0.13027225,0.68248972,0.32057869
0.81888526,0.10754416,0.66344196,0.40684483
0.68325897,0.20941772,0.59951189,1.3669977
0.68922718,-0.38254294,0.60063381,-1.1050507
0.57793126,-0.29775024,0.81762618,-1.6504853
0.70606036,-0.25874714,0.74722972,-0.57054771
0.65716546,-0.51199219,0.67653713,0.83039969
0.63626721,-0.38432681,0.71021591,1.9858401
0.64197931,-0.8765254,0.55454384,0.55942827
0.63807092,-1.344998,0.60241302,0.46089033
0.52769471,-1.1991561,0.56133667,-0.53897496
0.7323444,1.6114361,0.72280775,0.16051427
0.76504872,0.26049293,0.44340158,0.64535141
0.73211669,0.29974453,0.69264013,-1.4843786
0.7314814,0.11091249,0.56822203,0.009316433
0.72438768,0.36016728,0.58449124,0.026323583
0.74706047,-0.16593057,0.55726681,0.89937198
0.72210678,-0.55920834,0.42375301,0.2970551
0.66618749,-0.17439038,0.38955772,-0.10950262
0.71783084,0.22255069,0.38200819,0.0027045078
0.66060576,-0.16673363,0.38475512,0.692943
0.50858456,-0.1906575,0.46696091,0.64651608
0.75973718,0.77018529,0.58717086,-1.8856713
0.56579312,-0.23022808,0.49923945,0.43653037
0.73520283,-0.094945982,0.54557237,-0.60013818
0.66278341,0.2212948,0.68580295,1.1083395
0.44473305,-0.24840795,0.63780608,1.1421918
0.43478164,-0.44930483,0.66672099,-0.14102804
0.62411422,1.1625053,0.57868546,-1.2387687
0.48961212,-0.080002856,0.48615686,0.50341709
0.55878792,-0.13392907,0.57099911,-0.23311118
0.62411228,0.61436723,0.54992881,0.75066508
0.66374269,0.46030184,0.68314277,0.65467587
0.70556023,1.0769976,0.68079021,0.61901094
0.56760034,-1.0271498,0.57687161,-0.14395237
0.75313418,-0.25156637,0.55413253,0.15298206
0.74999309,-0.40767829,0.5959618,0.354673
0.71836373,0.108244,0.45665563,-0.2637123
0.62040935,1.3804257,0.94903061,1.1122896
0.65579553,1.3518542,0.75009491,1.8593062
0.56176003,0.4288647,0.66278888,1.2407193
0.61420818,0.58133909,0.69364507,-0.58299851
0.67656545,0.059172609,0.49033513,0.95596449
0.69150211,0.22671147,0.45208005,1.1196755
0.69523617,0.58541121,0.48302441,0.044249112
0.66570194,-0.39287846,0.43791718,0.11530921
0.51455594,-0.11041955,0.60918905,-0.42405263
0.65814468,2.909527,0.71549598,1.7343013
0.46581241,-2.4815682,0.70186224,0.52380599
0.77164229,2.4741463,0.5984548,2.1634907
0.83752154,-0.55549298,0.53806771,-1.6931253
0.81613524,1.3504245,0.55606567,-1.5217896
0.77278388,1.3923453,0.50390627,-1.3321321
0.74493525,0.44805362,0.43850558,0.62192951
0.68350958,-0.59143704,0.47363636,-0.29296641
0.72168867,-1.1433986,0.51179928,-0.12201677
0.59088994,0.87735644,0.54062957,1.0426309
0.56379758,-1.254948,0.55815868,1.8783976
0.732044,-0.1377627,0.59694913,-3.2281083
0.58877123,0.29992533,0.58655277,-3.3402147
0.58128744,1.2746751,0.59852602,-3.2298887
0.71620961,1.9229074,0.56803715,-1.2248763
0.74806884,1.1798024,0.69718688,1.7738079
0.66999822,1.1267393,0.69852137,-0.35387853
0.77609666,-0.38679042,0.55182063,-0.074681888
0.61575578,0.12877901,0.66604687,0.37138392
0.77499451,0.31971184,0.44780005,0.31691906
0.64289617,-0.0095441034,0.61026894,-0.04976924
0.800613,1.1163245,0.61827066,-0.15249881
0.76018511,1.1771566,0.7737248,0.46751174
0.67570291,-1.0792387,0.61536542,-0.1501984
0.69789943,-0.71136786,0.46880064,-0.082440752
0.62930172,-0.47237883,0.80332682,0.56498964
0.59793089,0.41532498,0.73298025,-0.010327907
0.58504642,0.36721291,0.68120284,-0.42825682
0.74264634,0.5334639,0.64921118,-0.41297099
0.62813504,-0.014792228,0.6997753,-0.50962605
0.60177184,0.56695862,0.5047256,0.5612849
0.63999037,-0.030563813,0.43926535,-0.76171572
0.66260408,0.82837782,0.66641464,1.9142595
0.656185,1.2258855,0.70129268,0.97608329
0.69384266,0.76866815,0.53522765,-1.3248579
0.70009358,0.64826497,0.6352257,0.31958753
0.66571541,0.45488995,0.6411439,1.1628987
0.6769131,0.76006061,0.71007699,1.5980701
0.61427445,-0.90752489,0.81332092,-2.0173469
0.64999464,-0.2433269,0.45278646,-0.21767498
0.6247813,0.72923076,0.52148465,-0.2122604
0.69174254,-0.19209113,0.40293181,-0.23934363
0.71446435,-0.087290784,0.68014559,-1.1883409
0.72035501,0.052966948,0.6239721,0.80951861
0.7214586,0.26360737,0.76873863,1.8252752
0.71575032,0.50201386,0.43038556,-0.48860074
0.72576613,0.22916599,0.39099973,-0.6278337
0.62612232,-1.2628176,0.52902578,0.16114092
0.56717358,-1.0106509,0.47642905,0.095580443
0.66557618,-0.46918091,0.61180273,0.27041551
0.49974385,-0.80251545,0.56425855,-0.28401855
0.65623882,0.76968956,0.67943117,-0.28209211
0.63966819,1.0125357,0.71356902,1.0285096
0.67695552,0.70736268,0.58499862,-0.85937568
0.65858639,0.4462543,0.60483322,-1.0619908
0.59449198,0.38529303,0.65051441,-0.30846859
0.73384753,2.0042355,0.710252,-0.68039131
0.71202795,1.9441123,0.82533306,0.061860294
0.82825809,0.34981623,0.6239553,0.12530937
0.75409842,1.3766817,0.39844738,-0.2120761
0.74259457,0.36264399,0.55855473,0.69417136
0.53408408,-0.2725205,0.74033796,0.43894658
0.66926195,0.18074634,0.72759306,2.2981911
0.6589146,0.32853898,0.47758093,1.1814412
0.68344353,1.111783,0.43420891,1.2935568
0.69605046,0.69439206,0.51300532,1.1705846
0.63894981,-0.82841403,0.59016733,0.24349321
0.69979646,0.23417297,0.6278396,1.0984636
0.73330472,0.1509258,0.6318669,1.5620034
0.61702595,-0.15089505,0.54687175,1.5229587
0.77100137,0.6309535,0.46683543,1.6357053
0.54992422,-0.03341789,0.52479423,-0.85495102
0.68641311,-0.90187518,0.53910889,-0.41352204
0.73747105,0.18146545,0.51242844,-1.1554533
0.77216737,0.10301609,0.56619531,-0.79074797
0.7928366,-0.57598618,0.43538933,0.20904929
0.60559625,1.2573819,0.61820236,0.279711
0.71857086,-0.51907771,0.63757658,0.52533894
0.79587709,-0.17835656,0.72906113,0.82813378
0.59498656,-0.26954899,0.41182872,0.074812878
0.60392982,-0.14231489,0.4043547,-1.0627514
0.64245462,-1.4756201,0.39489544,-1.2607218
0.60601279,-1.1281536,0.42506908,-0.38665935
0.53220449,1.1368731,0.37858016,-1.0399539
0.59973573,-0.53809321,0.34470368,-0.20547013
0.51020419,-0.030551086,0.305978,0.26501034
0.64822223,-0.49283764,0.30337398,0.60606606
0.6901269,-1.6647133,0.6103923,-1.0872232
0.57166117,-0.712642,0.6137825,0.76868067
0.29359354,-0.051628425,0.62748269,0.58493505
0.35238041,-0.92246985,0.75536674,0.79724789
0.65978769,0.68984613,0.60626497,0.18625899
0.544943,1.0613793,0.57795241,-0.064995213
0.60281613,1.2844951,0.56428904,-0.077732836
0.59310385,0.59304375,0.71586423,0.52485813
0.54978343,-1.0860615,0.7528287,1.7483576
0.58256025,0.35491486,0.38124335,-1.344184
0.52793592,0.14003471,0.35729063,0.23555037
0.66332548,-1.0960949,0.62172148,0.18872355
0.69712986,1.1843917,0.53551644,-1.0343822
0.6808649,0.73527857,0.40724516,-0.33415992
0.67679821,0.59741783,0.45364852,-1.9937534
0.73996838,0.76843636,0.45523051,-1.7387063
0.42572938,0.74308803,0.71558271,1.3733112
0.61687,1.3917671,0.48645928,0.26282298
0.65971723,0.40294736,0.48645928,0.26282298
0.64682745,-1.2376402,0.47514558,-0.73935538
0.59950613,0.69241288,0.47758795,-0.62901141
0.60536099,1.4500922,0.59043047,-0.80915728
0.54203995,-1.1631991,0.59850248,-1.2473559
0.67273362,-0.45961479,0.64100489,-1.1782846
0.62398509,1.2592441,0.64972235,2.5489212
0.51099575,-0.67191593,0.63162683,2.0528699
0.63772445,0.6659735,0.47592084,-0.72950968
0.39884144,-0.3850925,0.65921105,-0.35648417
0.4112779,0.052793744,0.65874414,-0.53658154
0.680283,1.0736615,0.62884326,1.0026403
0.66155467,-0.29088766,0.57712415,0.073910784
0.74448454,0.34927371,0.56298511,0.27560782
0.73318059,1.3540882,0.59338906,-0.016569987
0.57711861,-0.90102444,0.55106697,0.17130139
0.50687127,-2.1296972,0.33287183,0.17144516
